worker_id,worker_name,gig_segment,account_tenure_days,kyc_tier,gender,age_band,risk_score,is_active,preferred_channel
val_1122,Brian Otieno,Logistics Driver (Truck/Van),473,Tier 0 (Unverified),Prefer Not to Say,55+,2.925044006,TRUE,USSD
val_1123,Chidinma Okeke,Mobile Money Agent,664,Tier 0 (Unverified),Non-Binary,55+,18.80397065,FALSE,Agent
val_1124,Zanele Mokoena,Delivery Rider,1148,Tier 0 (Unverified),Male,25-34,61.68737542,FALSE,Mobile App (iOS)
val_1125,Zanele Mokoena,Food Delivery Courier,184,Tier 2 (ID Verified),Prefer Not to Say,35-44,79.30067121,FALSE,WhatsApp Bot
val_1126,Lungelo Zulu,Delivery Rider,490,Tier 2 (ID Verified),Non-Binary,35-44,88.36308531,TRUE,WhatsApp Bot
val_1127,Akosua Sarpong,Online Freelancer (Tech/Design),318,Tier 3 (Address + Income Verified),Male,55+,30.05086107,FALSE,Web
val_1128,Kofi Mensah,Freelance Creative,1687,Tier 1 (Phone Verified),Non-Binary,55+,39.08046011,FALSE,Mobile App (Android)
val_1129,Akosua Sarpong,Market Trader,1703,Tier 3 (Address + Income Verified),Non-Binary,25-34,45.4827402,FALSE,Mobile App (Android)
val_1130,Kevin Odhiambo,Motorcycle Taxi Rider (Boda-Boda/Okada),1379,Tier 1 (Phone Verified),Female,18-24,2.697381853,FALSE,Mobile App (iOS)
val_1131,Nana Adjei,Mobile Money Agent,451,Tier 0 (Unverified),Female,18-24,86.39692531,TRUE,Agent
val_1132,Nomvula Khumalo,Online Freelancer (Tech/Design),1125,Tier 0 (Unverified),Prefer Not to Say,18-24,33.79484154,FALSE,USSD
val_1133,Sipho Dlamini,Mobile Money Agent,1209,Tier 0 (Unverified),Male,45-54,19.92784538,FALSE,Mobile App (iOS)
val_1134,Yaw Darko,On-Demand Handyman,1587,Tier 1 (Phone Verified),Non-Binary,45-54,40.91970631,TRUE,USSD
val_1135,Tunde Adeyemi,Delivery Rider,285,Tier 1 (Phone Verified),Prefer Not to Say,55+,71.05633749,FALSE,Mobile App (Android)
val_1136,Kojo Ofori,Delivery Rider,1344,Tier 3 (Address + Income Verified),Prefer Not to Say,18-24,87.09155794,FALSE,Mobile App (iOS)
val_1137,David Mwangi,Agricultural Day Labourer,354,Tier 0 (Unverified),Female,18-24,21.53764662,FALSE,USSD
val_1138,Adwoa Acheampong,Ride-Hailing Driver,1038,Tier 1 (Phone Verified),Female,18-24,17.2612967,TRUE,Mobile App (Android)
val_1139,Ama Owusu,Mobile Money Agent,1605,Tier 3 (Address + Income Verified),Prefer Not to Say,45-54,94.37829678,FALSE,Agent
val_1140,Palesa Motsepe,Freelance Creative,113,Tier 0 (Unverified),Female,18-24,55.08930192,TRUE,WhatsApp Bot
val_1141,Esther Njeri,Ride-Hailing Driver,270,Tier 1 (Phone Verified),Non-Binary,45-54,36.5772019,TRUE,Web
val_1142,Bongani Ndlovu,E-commerce Reseller,1484,Tier 0 (Unverified),Non-Binary,55+,19.93194551,FALSE,Mobile App (Android)
val_1143,Zanele Mokoena,Tutor / Private Instructor,34,Tier 2 (ID Verified),Non-Binary,18-24,99.52478222,TRUE,WhatsApp Bot
val_1144,Esther Njeri,Motorcycle Taxi Rider (Boda-Boda/Okada),1251,Tier 3 (Address + Income Verified),Non-Binary,45-54,71.91842871,TRUE,Mobile App (iOS)
val_1145,Lydia Chebet,Logistics Driver (Truck/Van),915,Tier 0 (Unverified),Female,35-44,21.78853082,TRUE,Mobile App (iOS)
val_1146,Ama Owusu,Domestic Worker,632,Tier 1 (Phone Verified),Female,55+,9.125944483,FALSE,WhatsApp Bot
val_1147,Sipho Dlamini,Agricultural Day Labourer,1575,Tier 1 (Phone Verified),Female,25-34,19.9282344,FALSE,Mobile App (iOS)
val_1148,Efua Antwi,Motorcycle Taxi Rider (Boda-Boda/Okada),1550,Tier 3 (Address + Income Verified),Non-Binary,25-34,24.77426039,FALSE,Web
val_1149,Lungelo Zulu,Online Freelancer (Tech/Design),595,Tier 3 (Address + Income Verified),Prefer Not to Say,18-24,11.10856493,TRUE,USSD
val_1150,David Mwangi,Ride-Hailing Driver,8,Tier 0 (Unverified),Non-Binary,45-54,22.96513707,TRUE,Mobile App (Android)
val_1151,Kwame Asante,Online Freelancer (Tech/Design),234,Tier 1 (Phone Verified),Non-Binary,55+,11.67797049,TRUE,WhatsApp Bot
val_1152,Mary Wairimu,On-Demand Handyman,196,Tier 3 (Address + Income Verified),Female,18-24,37.77317009,FALSE,Mobile App (Android)
val_1153,Mpho Sithole,Market Trader,1793,Tier 0 (Unverified),Prefer Not to Say,35-44,48.61952592,TRUE,WhatsApp Bot
val_1154,Samuel Kamau,Ride-Hailing Driver,1089,Tier 3 (Address + Income Verified),Female,45-54,45.52849726,TRUE,Mobile App (iOS)
val_1155,Abena Boateng,On-Demand Handyman,1235,Tier 0 (Unverified),Female,45-54,82.92100683,FALSE,WhatsApp Bot
val_1156,Babatunde Fashola,Motorcycle Taxi Rider (Boda-Boda/Okada),421,Tier 2 (ID Verified),Male,55+,25.39953863,FALSE,Mobile App (iOS)
val_1157,Lungelo Zulu,On-Demand Handyman,1553,Tier 3 (Address + Income Verified),Female,45-54,88.70938239,TRUE,Mobile App (iOS)
val_1158,Faith Achieng,Informal Vendor,1319,Tier 2 (ID Verified),Non-Binary,55+,90.81228185,FALSE,Mobile App (iOS)
val_1159,Esther Njeri,Freelance Creative,1373,Tier 3 (Address + Income Verified),Male,55+,95.9799712,TRUE,Mobile App (Android)
val_1160,Abena Boateng,Food Delivery Courier,855,Tier 2 (ID Verified),Male,55+,18.09832339,TRUE,WhatsApp Bot
val_1161,Lydia Chebet,Food Delivery Courier,1274,Tier 0 (Unverified),Prefer Not to Say,35-44,24.57511462,TRUE,Agent
val_1162,Zanele Mokoena,Food Delivery Courier,993,Tier 2 (ID Verified),Prefer Not to Say,35-44,62.38322774,FALSE,Agent
val_1163,Ama Owusu,Motorcycle Taxi Rider (Boda-Boda/Okada),702,Tier 2 (ID Verified),Female,35-44,14.08916332,TRUE,Mobile App (iOS)
val_1164,Kwame Asante,Food Delivery Courier,1085,Tier 1 (Phone Verified),Female,55+,8.562133034,TRUE,Web
val_1165,Babatunde Fashola,On-Demand Handyman,592,Tier 0 (Unverified),Non-Binary,25-34,7.369721203,TRUE,Mobile App (iOS)
val_1166,Chukwuemeka Okonkwo,Freelance Creative,1739,Tier 2 (ID Verified),Prefer Not to Say,45-54,60.61496347,FALSE,Mobile App (Android)
val_1167,Faith Achieng,Informal Vendor,1309,Tier 2 (ID Verified),Female,45-54,80.4678142,TRUE,USSD
val_1168,Thandeka Mthembu,Logistics Driver (Truck/Van),1349,Tier 3 (Address + Income Verified),Male,18-24,25.88856627,FALSE,WhatsApp Bot
val_1169,Mpho Sithole,Informal Vendor,1308,Tier 0 (Unverified),Female,35-44,93.35338871,FALSE,USSD
val_1170,Akosua Sarpong,Domestic Worker,818,Tier 2 (ID Verified),Female,18-24,79.19355079,FALSE,WhatsApp Bot
val_1171,Akosua Sarpong,Freelance Creative,1735,Tier 3 (Address + Income Verified),Non-Binary,45-54,7.746040537,TRUE,Mobile App (iOS)
val_1172,Faith Achieng,Online Freelancer (Tech/Design),379,Tier 3 (Address + Income Verified),Male,35-44,40.73031285,TRUE,USSD
val_1173,Fatima Abdullahi,Food Delivery Courier,1038,Tier 3 (Address + Income Verified),Non-Binary,25-34,6.801486603,TRUE,WhatsApp Bot
val_1174,Chukwuemeka Okonkwo,Mobile Money Agent,126,Tier 0 (Unverified),Male,18-24,91.51941578,FALSE,Web
val_1175,Esther Njeri,Mobile Money Agent,537,Tier 0 (Unverified),Prefer Not to Say,18-24,74.28021445,FALSE,Web
val_1176,Samuel Kamau,Informal Vendor,1049,Tier 2 (ID Verified),Non-Binary,45-54,68.65451304,FALSE,Agent
val_1177,Fatima Abdullahi,Domestic Worker,893,Tier 1 (Phone Verified),Male,55+,68.27018466,TRUE,Web
val_1178,Brian Otieno,Informal Vendor,1718,Tier 0 (Unverified),Prefer Not to Say,25-34,28.51825019,FALSE,USSD
val_1179,Chukwuemeka Okonkwo,Online Freelancer (Tech/Design),1120,Tier 0 (Unverified),Non-Binary,55+,93.35391552,TRUE,Mobile App (Android)
val_1180,Yaw Darko,Market Trader,751,Tier 0 (Unverified),Non-Binary,35-44,92.27766582,TRUE,Agent
val_1181,Bongani Ndlovu,Online Freelancer (Tech/Design),779,Tier 1 (Phone Verified),Male,25-34,73.94888094,TRUE,Web
val_1182,Efua Antwi,Delivery Rider,1116,Tier 2 (ID Verified),Male,35-44,46.89302071,TRUE,Agent
val_1183,Mary Wairimu,Online Freelancer (Tech/Design),1444,Tier 0 (Unverified),Prefer Not to Say,45-54,4.711573079,TRUE,Mobile App (iOS)
val_1184,Kevin Odhiambo,Delivery Rider,504,Tier 0 (Unverified),Female,55+,2.831135014,TRUE,Web
val_1185,Samuel Kamau,Logistics Driver (Truck/Van),1067,Tier 1 (Phone Verified),Non-Binary,35-44,13.81343329,FALSE,USSD
val_1186,Amara Nwosu,Market Trader,1049,Tier 3 (Address + Income Verified),Prefer Not to Say,25-34,59.57646937,TRUE,Agent
val_1187,Abena Boateng,Tutor / Private Instructor,17,Tier 3 (Address + Income Verified),Female,45-54,79.80993792,FALSE,Mobile App (iOS)
val_1188,Kofi Mensah,Motorcycle Taxi Rider (Boda-Boda/Okada),1666,Tier 1 (Phone Verified),Female,35-44,94.84657603,FALSE,Mobile App (iOS)
val_1189,Chukwuemeka Okonkwo,Mobile Money Agent,1040,Tier 0 (Unverified),Prefer Not to Say,25-34,17.53620793,TRUE,USSD
val_1190,Kevin Odhiambo,Online Freelancer (Tech/Design),442,Tier 0 (Unverified),Male,35-44,27.55278808,FALSE,WhatsApp Bot
val_1191,Grace Wanjiku,Ride-Hailing Driver,1156,Tier 3 (Address + Income Verified),Female,35-44,5.410028705,FALSE,WhatsApp Bot
val_1192,Emeka Obi,Food Delivery Courier,1237,Tier 1 (Phone Verified),Prefer Not to Say,18-24,98.90471669,TRUE,WhatsApp Bot
val_1193,Kojo Ofori,Motorcycle Taxi Rider (Boda-Boda/Okada),1671,Tier 0 (Unverified),Male,18-24,78.09150792,FALSE,WhatsApp Bot
val_1194,Ama Owusu,Freelance Creative,62,Tier 3 (Address + Income Verified),Female,45-54,48.07141292,FALSE,Agent
val_1195,Akosua Sarpong,Market Trader,755,Tier 2 (ID Verified),Female,18-24,57.55653553,TRUE,Mobile App (Android)
val_1196,Kojo Ofori,On-Demand Handyman,328,Tier 1 (Phone Verified),Male,35-44,56.21744113,FALSE,USSD
val_1197,Thandeka Mthembu,Food Delivery Courier,1048,Tier 1 (Phone Verified),Male,45-54,25.43607531,FALSE,Agent
val_1198,Thabo Nkosi,Delivery Rider,915,Tier 0 (Unverified),Female,25-34,18.53906943,FALSE,WhatsApp Bot
val_1199,Yaw Darko,Delivery Rider,867,Tier 3 (Address + Income Verified),Prefer Not to Say,25-34,29.69757166,FALSE,Mobile App (iOS)
val_1200,Palesa Motsepe,Tutor / Private Instructor,1793,Tier 3 (Address + Income Verified),Male,55+,24.71535498,TRUE,WhatsApp Bot
val_1201,Lydia Chebet,Tutor / Private Instructor,970,Tier 0 (Unverified),Non-Binary,18-24,55.75280899,FALSE,USSD
val_1202,Thandeka Mthembu,Food Delivery Courier,750,Tier 2 (ID Verified),Female,45-54,30.82028058,TRUE,Mobile App (Android)
val_1203,Sipho Dlamini,Delivery Rider,122,Tier 0 (Unverified),Prefer Not to Say,18-24,72.89447916,FALSE,Agent
val_1204,Nana Adjei,Ride-Hailing Driver,528,Tier 1 (Phone Verified),Female,55+,56.79397329,FALSE,Mobile App (iOS)
val_1205,Mpho Sithole,Tutor / Private Instructor,1638,Tier 2 (ID Verified),Prefer Not to Say,35-44,53.22637654,TRUE,Web
val_1206,Kwame Asante,Agricultural Day Labourer,824,Tier 0 (Unverified),Female,18-24,95.12937671,FALSE,Mobile App (iOS)
val_1207,Kojo Ofori,Informal Vendor,1662,Tier 2 (ID Verified),Prefer Not to Say,45-54,32.24095354,FALSE,Web
val_1208,Grace Wanjiku,Freelance Creative,972,Tier 0 (Unverified),Prefer Not to Say,18-24,63.52698632,FALSE,Mobile App (Android)
val_1209,Lerato Molefe,On-Demand Handyman,1000,Tier 2 (ID Verified),Female,25-34,0.005062703,TRUE,USSD
val_1210,Yaw Darko,Ride-Hailing Driver,784,Tier 1 (Phone Verified),Non-Binary,35-44,73.69236473,TRUE,Agent
val_1211,Nomvula Khumalo,Agricultural Day Labourer,1016,Tier 0 (Unverified),Male,45-54,50.2543929,FALSE,Agent
val_1212,James Kipkoech,Domestic Worker,121,Tier 3 (Address + Income Verified),Female,35-44,20.83849573,FALSE,Agent
val_1213,Lungelo Zulu,Freelance Creative,105,Tier 1 (Phone Verified),Female,55+,0.151055643,TRUE,USSD
val_1214,Tunde Adeyemi,Agricultural Day Labourer,868,Tier 3 (Address + Income Verified),Prefer Not to Say,35-44,70.6943964,FALSE,Mobile App (iOS)
val_1215,Babatunde Fashola,On-Demand Handyman,1091,Tier 3 (Address + Income Verified),Prefer Not to Say,25-34,66.27007036,TRUE,USSD
val_1216,Kwame Asante,Mobile Money Agent,1005,Tier 0 (Unverified),Prefer Not to Say,25-34,66.54071165,FALSE,Web
val_1217,Adwoa Acheampong,Delivery Rider,783,Tier 2 (ID Verified),Prefer Not to Say,55+,43.74548231,TRUE,USSD
val_1218,Thabo Nkosi,Ride-Hailing Driver,536,Tier 1 (Phone Verified),Prefer Not to Say,45-54,63.92973258,FALSE,WhatsApp Bot
val_1219,Mary Wairimu,Tutor / Private Instructor,1294,Tier 2 (ID Verified),Prefer Not to Say,18-24,57.13347901,FALSE,USSD
val_1220,Akosua Sarpong,Freelance Creative,1104,Tier 2 (ID Verified),Non-Binary,45-54,23.88950446,FALSE,Agent
val_1221,Kofi Mensah,Freelance Creative,86,Tier 1 (Phone Verified),Male,35-44,51.87680415,FALSE,Mobile App (iOS)
val_1222,Lerato Molefe,Agricultural Day Labourer,826,Tier 2 (ID Verified),Prefer Not to Say,25-34,51.45927946,TRUE,USSD
val_1223,Nana Adjei,Food Delivery Courier,1298,Tier 1 (Phone Verified),Male,18-24,82.36228882,FALSE,Mobile App (iOS)
val_1224,Kevin Odhiambo,Market Trader,1431,Tier 3 (Address + Income Verified),Male,55+,43.34890227,TRUE,USSD
val_1225,Lerato Molefe,Agricultural Day Labourer,523,Tier 3 (Address + Income Verified),Prefer Not to Say,18-24,43.60854358,TRUE,Web
val_1226,Babatunde Fashola,Domestic Worker,1688,Tier 0 (Unverified),Male,55+,98.44044713,TRUE,WhatsApp Bot
val_1227,Thandeka Mthembu,On-Demand Handyman,1190,Tier 2 (ID Verified),Male,18-24,89.44638729,TRUE,Mobile App (Android)
val_1228,Emeka Obi,Ride-Hailing Driver,799,Tier 3 (Address + Income Verified),Non-Binary,35-44,24.228599,FALSE,Mobile App (iOS)
val_1229,Grace Wanjiku,Mobile Money Agent,1145,Tier 0 (Unverified),Non-Binary,18-24,91.02930947,TRUE,USSD
val_1230,Thabo Nkosi,E-commerce Reseller,1591,Tier 2 (ID Verified),Male,35-44,13.79666563,TRUE,Mobile App (iOS)
val_1231,Adwoa Acheampong,On-Demand Handyman,414,Tier 3 (Address + Income Verified),Female,55+,85.33910587,TRUE,WhatsApp Bot
val_1232,Lerato Molefe,Delivery Rider,274,Tier 0 (Unverified),Male,35-44,18.33233767,TRUE,Agent
val_1233,Adwoa Acheampong,Delivery Rider,804,Tier 2 (ID Verified),Female,35-44,42.56033489,TRUE,WhatsApp Bot
val_1234,Akosua Sarpong,Informal Vendor,153,Tier 3 (Address + Income Verified),Male,18-24,98.39216313,TRUE,Web
val_1235,Esther Njeri,Agricultural Day Labourer,1525,Tier 1 (Phone Verified),Non-Binary,55+,9.704893655,FALSE,USSD
val_1236,Chukwuemeka Okonkwo,Logistics Driver (Truck/Van),1772,Tier 0 (Unverified),Female,25-34,83.978782,FALSE,USSD
val_1237,Babatunde Fashola,Freelance Creative,1105,Tier 1 (Phone Verified),Prefer Not to Say,35-44,49.47339495,FALSE,Mobile App (iOS)
val_1238,Grace Wanjiku,Tutor / Private Instructor,1789,Tier 1 (Phone Verified),Male,55+,11.09913658,TRUE,WhatsApp Bot
val_1239,Aisha Bello,Freelance Creative,125,Tier 2 (ID Verified),Prefer Not to Say,45-54,95.24913791,TRUE,Mobile App (Android)
val_1240,Kwame Asante,On-Demand Handyman,1155,Tier 1 (Phone Verified),Prefer Not to Say,45-54,54.92313681,FALSE,USSD
val_1241,Nomvula Khumalo,Delivery Rider,808,Tier 1 (Phone Verified),Female,18-24,88.06410219,TRUE,WhatsApp Bot
val_1242,Lerato Molefe,Online Freelancer (Tech/Design),506,Tier 3 (Address + Income Verified),Non-Binary,35-44,86.9106942,TRUE,Mobile App (Android)
val_1243,Lydia Chebet,Freelance Creative,569,Tier 2 (ID Verified),Female,35-44,1.463458294,FALSE,Mobile App (iOS)
val_1244,Palesa Motsepe,Logistics Driver (Truck/Van),995,Tier 3 (Address + Income Verified),Non-Binary,18-24,26.48407036,TRUE,Web
val_1245,Thandeka Mthembu,Freelance Creative,1171,Tier 2 (ID Verified),Prefer Not to Say,25-34,33.69215796,FALSE,USSD
val_1246,Lungelo Zulu,Informal Vendor,299,Tier 3 (Address + Income Verified),Non-Binary,55+,53.48640455,TRUE,Mobile App (Android)
val_1247,James Kipkoech,Mobile Money Agent,1122,Tier 0 (Unverified),Non-Binary,55+,7.186600984,FALSE,Web
val_1248,Esther Njeri,Ride-Hailing Driver,1691,Tier 3 (Address + Income Verified),Prefer Not to Say,55+,38.89668983,FALSE,USSD
val_1249,Thandeka Mthembu,Delivery Rider,18,Tier 3 (Address + Income Verified),Female,55+,81.46381236,FALSE,Web
val_1250,Chidinma Okeke,Agricultural Day Labourer,1603,Tier 0 (Unverified),Male,55+,17.3191115,FALSE,Agent
val_1251,Kevin Odhiambo,Delivery Rider,1109,Tier 1 (Phone Verified),Non-Binary,18-24,70.12764746,TRUE,Mobile App (Android)
val_1252,Tunde Adeyemi,Freelance Creative,624,Tier 1 (Phone Verified),Non-Binary,55+,46.03294094,FALSE,Agent
val_1253,Nomvula Khumalo,Domestic Worker,1341,Tier 1 (Phone Verified),Male,45-54,7.07051189,TRUE,Mobile App (Android)
val_1254,Akosua Sarpong,Food Delivery Courier,1128,Tier 3 (Address + Income Verified),Non-Binary,55+,17.73740656,FALSE,WhatsApp Bot
val_1255,Ngozi Eze,Motorcycle Taxi Rider (Boda-Boda/Okada),1403,Tier 2 (ID Verified),Male,45-54,14.10307317,FALSE,Mobile App (iOS)
val_1256,Yusuf Musa,On-Demand Handyman,148,Tier 0 (Unverified),Female,18-24,61.97178463,FALSE,Web
val_1257,Kofi Mensah,Agricultural Day Labourer,107,Tier 2 (ID Verified),Prefer Not to Say,35-44,8.732439888,FALSE,Mobile App (Android)
val_1258,Ama Owusu,Agricultural Day Labourer,1172,Tier 3 (Address + Income Verified),Non-Binary,45-54,82.30467808,TRUE,WhatsApp Bot
val_1259,Thabo Nkosi,Tutor / Private Instructor,554,Tier 1 (Phone Verified),Non-Binary,18-24,80.66591309,FALSE,Mobile App (Android)
val_1260,Brian Otieno,Motorcycle Taxi Rider (Boda-Boda/Okada),435,Tier 3 (Address + Income Verified),Non-Binary,35-44,8.006199712,FALSE,Agent
val_1261,Mpho Sithole,Mobile Money Agent,769,Tier 2 (ID Verified),Male,45-54,88.81971977,TRUE,Web
val_1262,Mary Wairimu,Food Delivery Courier,1324,Tier 3 (Address + Income Verified),Prefer Not to Say,35-44,95.91608257,FALSE,WhatsApp Bot
val_1263,Thabo Nkosi,Online Freelancer (Tech/Design),328,Tier 3 (Address + Income Verified),Female,45-54,4.346809818,FALSE,Web
val_1264,Chidinma Okeke,Domestic Worker,1777,Tier 0 (Unverified),Prefer Not to Say,18-24,95.03295681,TRUE,Web
val_1265,Aisha Bello,Motorcycle Taxi Rider (Boda-Boda/Okada),768,Tier 3 (Address + Income Verified),Prefer Not to Say,25-34,27.94621694,TRUE,Web
val_1266,Tunde Adeyemi,Agricultural Day Labourer,274,Tier 0 (Unverified),Male,55+,66.47619408,TRUE,Mobile App (iOS)
val_1267,David Mwangi,Ride-Hailing Driver,129,Tier 3 (Address + Income Verified),Non-Binary,35-44,17.48157462,FALSE,Web
val_1268,Lerato Molefe,Freelance Creative,1565,Tier 3 (Address + Income Verified),Male,18-24,81.74558496,FALSE,Agent
val_1269,Aisha Bello,Agricultural Day Labourer,206,Tier 1 (Phone Verified),Non-Binary,18-24,84.19133416,TRUE,Agent
val_1270,David Mwangi,E-commerce Reseller,765,Tier 0 (Unverified),Female,35-44,97.83414052,FALSE,Mobile App (Android)
val_1271,Babatunde Fashola,Informal Vendor,1221,Tier 1 (Phone Verified),Male,55+,99.25334622,FALSE,Mobile App (iOS)
val_1272,Bongani Ndlovu,Domestic Worker,936,Tier 1 (Phone Verified),Non-Binary,18-24,7.585770778,TRUE,USSD
val_1273,Efua Antwi,Logistics Driver (Truck/Van),479,Tier 2 (ID Verified),Prefer Not to Say,18-24,65.79636013,TRUE,Web
val_1274,Sipho Dlamini,Domestic Worker,197,Tier 0 (Unverified),Male,25-34,27.30461772,TRUE,USSD
val_1275,Kojo Ofori,Ride-Hailing Driver,1299,Tier 0 (Unverified),Prefer Not to Say,25-34,12.55777856,TRUE,USSD
val_1276,Nana Adjei,Motorcycle Taxi Rider (Boda-Boda/Okada),895,Tier 1 (Phone Verified),Prefer Not to Say,18-24,14.87954187,FALSE,Mobile App (Android)
val_1277,Sipho Dlamini,Informal Vendor,87,Tier 3 (Address + Income Verified),Non-Binary,25-34,93.64372389,TRUE,USSD
val_1278,Chukwuemeka Okonkwo,Ride-Hailing Driver,330,Tier 1 (Phone Verified),Prefer Not to Say,45-54,68.36492383,FALSE,Web
val_1279,Lungelo Zulu,Market Trader,1027,Tier 1 (Phone Verified),Female,55+,5.046095097,FALSE,USSD
val_1280,Adwoa Acheampong,Ride-Hailing Driver,307,Tier 0 (Unverified),Non-Binary,25-34,98.42300781,TRUE,Mobile App (iOS)
val_1281,Adwoa Acheampong,Freelance Creative,714,Tier 1 (Phone Verified),Non-Binary,45-54,80.78122364,FALSE,Web
val_1282,Faith Achieng,Domestic Worker,227,Tier 1 (Phone Verified),Non-Binary,55+,30.91793057,TRUE,Agent
val_1283,Thabo Nkosi,Delivery Rider,1455,Tier 1 (Phone Verified),Prefer Not to Say,18-24,47.08666936,FALSE,Agent
val_1284,Faith Achieng,Mobile Money Agent,1151,Tier 1 (Phone Verified),Prefer Not to Say,55+,72.65759792,TRUE,Mobile App (iOS)
val_1285,Aisha Bello,Tutor / Private Instructor,1431,Tier 1 (Phone Verified),Prefer Not to Say,18-24,67.60320858,FALSE,Mobile App (iOS)
val_1286,Mpho Sithole,Motorcycle Taxi Rider (Boda-Boda/Okada),95,Tier 2 (ID Verified),Non-Binary,45-54,46.30808988,TRUE,Web
val_1287,Chidinma Okeke,Ride-Hailing Driver,685,Tier 1 (Phone Verified),Prefer Not to Say,45-54,51.23899007,FALSE,Mobile App (iOS)
val_1288,Babatunde Fashola,Freelance Creative,488,Tier 3 (Address + Income Verified),Non-Binary,55+,4.320768042,FALSE,Web
val_1289,Yaw Darko,Logistics Driver (Truck/Van),1137,Tier 2 (ID Verified),Non-Binary,35-44,50.06332445,FALSE,Web
val_1290,Chidinma Okeke,Mobile Money Agent,1500,Tier 2 (ID Verified),Male,45-54,34.02468917,TRUE,Mobile App (Android)
val_1291,Lungelo Zulu,On-Demand Handyman,415,Tier 2 (ID Verified),Female,18-24,28.50512005,TRUE,USSD
val_1292,Mary Wairimu,Ride-Hailing Driver,1405,Tier 3 (Address + Income Verified),Prefer Not to Say,35-44,26.96224248,TRUE,Mobile App (iOS)
val_1293,Chukwuemeka Okonkwo,Informal Vendor,1059,Tier 1 (Phone Verified),Female,55+,64.89468974,FALSE,Mobile App (iOS)
val_1294,Lerato Molefe,Motorcycle Taxi Rider (Boda-Boda/Okada),1504,Tier 3 (Address + Income Verified),Non-Binary,18-24,42.92576207,FALSE,USSD
val_1295,Kwame Asante,Agricultural Day Labourer,148,Tier 0 (Unverified),Prefer Not to Say,18-24,42.58024084,FALSE,Web
val_1296,Brian Otieno,Delivery Rider,1809,Tier 0 (Unverified),Female,45-54,15.91869914,TRUE,Agent
val_1297,Efua Antwi,Logistics Driver (Truck/Van),793,Tier 3 (Address + Income Verified),Female,35-44,96.18635682,FALSE,Agent
val_1298,Ama Owusu,Freelance Creative,511,Tier 3 (Address + Income Verified),Male,35-44,22.39262025,TRUE,Web
val_1299,Aisha Bello,Delivery Rider,333,Tier 0 (Unverified),Male,25-34,40.61092066,TRUE,Mobile App (iOS)
val_1300,Sipho Dlamini,Market Trader,1798,Tier 2 (ID Verified),Non-Binary,18-24,19.02047642,FALSE,Agent
val_1301,Kevin Odhiambo,Ride-Hailing Driver,1613,Tier 2 (ID Verified),Non-Binary,45-54,70.31428524,TRUE,Mobile App (Android)
val_1302,Efua Antwi,Delivery Rider,239,Tier 0 (Unverified),Female,25-34,43.61287465,TRUE,Web
val_1303,Palesa Motsepe,Domestic Worker,812,Tier 2 (ID Verified),Female,45-54,41.3649939,TRUE,WhatsApp Bot
val_1304,Yaw Darko,Freelance Creative,1339,Tier 2 (ID Verified),Male,35-44,87.50948854,FALSE,WhatsApp Bot
val_1305,Nana Adjei,Market Trader,1078,Tier 2 (ID Verified),Prefer Not to Say,25-34,75.94798498,FALSE,Mobile App (iOS)
val_1306,Brian Otieno,Logistics Driver (Truck/Van),345,Tier 2 (ID Verified),Non-Binary,25-34,51.98750529,FALSE,USSD
val_1307,Chidinma Okeke,Motorcycle Taxi Rider (Boda-Boda/Okada),658,Tier 3 (Address + Income Verified),Male,45-54,46.8590404,FALSE,WhatsApp Bot
val_1308,Kevin Odhiambo,Market Trader,672,Tier 0 (Unverified),Non-Binary,25-34,95.99013978,FALSE,Agent
val_1309,Lungelo Zulu,Delivery Rider,527,Tier 2 (ID Verified),Female,55+,95.64621647,FALSE,Web
val_1310,Kwame Asante,E-commerce Reseller,1754,Tier 1 (Phone Verified),Prefer Not to Say,35-44,70.47708679,TRUE,Mobile App (Android)
val_1311,Esther Njeri,Freelance Creative,370,Tier 3 (Address + Income Verified),Female,55+,76.01479265,TRUE,WhatsApp Bot
val_1312,Nomvula Khumalo,Ride-Hailing Driver,1290,Tier 1 (Phone Verified),Prefer Not to Say,35-44,89.90929082,FALSE,WhatsApp Bot
val_1313,Lungelo Zulu,Motorcycle Taxi Rider (Boda-Boda/Okada),1665,Tier 3 (Address + Income Verified),Non-Binary,35-44,96.43087559,FALSE,USSD
val_1314,Mpho Sithole,Logistics Driver (Truck/Van),1451,Tier 2 (ID Verified),Male,35-44,8.227476627,TRUE,Agent
val_1315,Grace Wanjiku,Ride-Hailing Driver,1459,Tier 0 (Unverified),Prefer Not to Say,35-44,99.73388325,TRUE,Mobile App (iOS)
val_1316,Kojo Ofori,Informal Vendor,289,Tier 3 (Address + Income Verified),Non-Binary,35-44,70.3022215,FALSE,Agent
val_1317,Abena Boateng,Online Freelancer (Tech/Design),243,Tier 0 (Unverified),Female,55+,59.27448542,TRUE,Mobile App (Android)
val_1318,Mary Wairimu,Mobile Money Agent,1429,Tier 1 (Phone Verified),Male,45-54,41.31671253,FALSE,USSD
val_1319,Faith Achieng,Freelance Creative,1363,Tier 1 (Phone Verified),Female,18-24,33.63898937,FALSE,Mobile App (Android)
val_1320,Babatunde Fashola,Informal Vendor,1354,Tier 2 (ID Verified),Non-Binary,18-24,80.42102085,FALSE,Agent
